,fulfilment,shipment_service_level,category,size,amount,shipping_state,rejected,region
49710,0,0,4,9,0.0,33,1,3
49711,1,1,4,6,951.43,1,1,4
49714,1,1,4,5,951.43,1,1,4
49733,1,1,7,5,307.0,13,0,3
49737,1,1,6,0,885.0,20,0,5
49740,0,0,4,0,0.0,8,1,0
49741,1,1,4,5,631.0,30,0,4
49743,1,1,6,5,614.0,10,0,5
49744,1,1,4,7,537.0,20,0,5
49749,1,1,4,7,699.0,10,0,5
49750,1,1,4,8,579.0,10,0,5
49756,1,1,7,9,568.0,14,0,1
49757,1,1,6,6,721.0,33,0,3
49760,0,0,7,6,435.0,15,1,4
49763,0,0,7,8,0.0,16,1,4
49764,1,1,7,10,517.0,20,1,5
49769,0,0,7,0,0.0,30,1,4
49770,0,0,7,0,0.0,30,1,4
49775,1,1,4,8,999.0,30,0,4
49777,0,0,0,4,418.0,15,1,4
49778,1,1,4,7,0.0,33,1,3
49780,1,1,4,6,999.0,1,0,4
49786,1,1,5,6,493.33,31,1,4
49789,1,1,6,8,443.0,19,0,0
49793,1,1,6,7,0.0,15,0,4
49799,1,1,7,6,435.0,10,0,5
49801,1,1,6,6,771.0,33,0,3
49807,1,1,4,5,759.0,15,0,4
49809,1,1,6,6,699.0,31,0,4
49812,1,1,6,8,771.0,30,0,4
49813,1,1,4,5,759.0,20,0,5
49814,1,1,6,7,771.0,15,0,4
49817,1,1,6,6,771.0,8,0,0
49828,1,1,6,5,0.0,33,1,3
49829,1,1,6,10,754.29,14,1,1
49831,1,1,6,6,771.0,20,0,5
49832,1,1,4,5,0.0,10,0,5
49834,0,0,5,5,0.0,20,1,5
49835,0,0,5,5,0.0,4,1,1
49838,1,1,4,8,666.0,28,1,5
49842,1,1,4,9,560.0,15,0,4
49843,1,1,2,7,837.0,15,0,4
49845,1,1,6,6,771.0,16,0,4
49851,1,1,5,7,749.0,16,0,4
49852,1,1,6,6,771.0,14,0,1
49853,1,1,4,6,999.0,14,0,1
49854,1,1,5,5,354.0,35,0,1
49856,0,1,0,6,0.0,31,1,4
49859,1,1,5,7,493.0,33,0,3
49860,1,1,6,10,791.0,8,0,0
49862,1,1,5,5,399.0,11,0,3
49866,0,0,4,10,0.0,20,1,5
49867,0,0,4,5,0.0,34,1,3
49868,1,1,4,5,999.0,16,0,4
49878,1,1,6,8,771.0,33,0,3
49881,1,1,4,8,999.0,1,0,4
49882,1,1,7,8,771.0,20,0,5
49885,0,0,5,10,301.0,16,1,4
49886,1,1,7,0,380.0,16,1,4
49887,1,1,5,5,0.0,35,1,1
49891,1,1,4,0,852.0,4,0,1
49906,1,1,4,8,551.43,33,1,3
49907,1,1,4,6,655.0,15,0,4
49909,1,1,4,8,967.0,15,0,4
49912,0,0,6,7,0.0,16,1,4
49916,1,1,7,8,469.0,15,0,4
49918,1,1,6,10,690.0,16,0,4
49921,0,0,4,0,899.0,16,1,4
49922,1,1,6,10,734.29,16,1,4
49923,1,1,7,8,333.0,30,0,4
49928,0,0,6,10,885.0,20,1,5
49932,1,1,6,6,771.0,33,0,3
49938,1,1,6,6,771.0,33,0,3
49939,0,0,4,8,635.0,30,1,4
49943,1,1,4,6,725.0,25,0,1
49949,1,1,6,0,734.29,12,1,3
49951,1,1,6,7,0.0,15,0,4
49953,1,1,7,6,435.0,33,1,3
49954,1,1,6,6,791.0,15,0,4
49955,0,0,6,0,0.0,20,1,5
49959,0,0,6,5,0.0,15,1,4
49961,1,1,6,8,614.0,35,0,1
49965,0,0,6,5,0.0,15,1,4
49968,1,1,4,5,857.0,8,0,0
49972,1,1,5,7,388.0,4,0,1
49973,1,1,7,7,666.0,34,0,3
49979,1,1,7,0,382.0,1,0,4
49981,0,0,6,6,859.0,15,1,4
49985,1,1,7,8,301.0,20,0,5
49988,1,1,6,9,686.67,16,1,4
49990,1,1,7,9,517.0,12,0,3
49991,1,1,7,9,399.0,10,0,5
50000,1,1,4,6,750.48,15,1,4
50001,0,0,6,8,885.0,31,1,4
50002,0,0,7,5,0.0,3,1,2
50003,1,1,6,5,721.0,8,1,0
50005,0,0,4,9,0.0,31,1,4
50009,0,0,5,5,0.0,20,1,5
50013,1,1,5,6,545.0,28,0,5
50018,0,0,7,7,771.0,20,1,5
50019,1,1,6,5,771.0,15,0,4
50022,1,1,4,0,850.0,30,0,4
50023,0,0,4,7,0.0,15,1,4
50028,1,1,5,7,0.0,16,1,4
50034,1,1,7,2,798.0,20,0,5
50040,1,1,7,0,307.0,30,0,4
50045,0,0,4,8,0.0,20,1,5
50046,1,1,5,7,574.0,16,0,4
50058,1,1,7,7,399.0,20,0,5
50059,1,1,7,1,869.0,20,0,5
50063,1,1,7,1,827.62,20,1,5
50068,0,0,7,5,0.0,15,1,4
50069,1,1,5,9,749.0,35,0,1
50070,1,1,1,7,301.0,15,0,4
50071,0,0,7,10,0.0,33,1,3
50072,1,1,7,7,302.86,35,1,1
50073,0,0,4,7,641.0,35,1,1
50079,1,1,4,9,967.0,30,0,4
50080,1,1,7,1,827.62,20,1,5
50088,1,1,6,8,734.29,33,1,3
50089,1,1,6,6,599.0,3,0,2
50090,1,1,5,5,307.62,11,1,3
50093,1,1,7,5,399.0,33,0,3
50097,1,1,4,5,736.0,20,0,5
50100,1,1,7,6,318.0,30,0,4
50102,1,1,7,7,380.0,33,1,3
50111,1,1,4,10,599.0,30,0,4
50114,0,0,0,7,0.0,11,1,3
50116,1,1,6,6,771.0,16,0,4
50124,1,1,6,7,771.0,30,0,4
50132,0,0,7,10,771.0,20,1,5
50133,1,1,4,8,414.29,15,1,4
50135,1,1,4,8,949.0,20,0,5
50137,1,1,6,9,771.0,32,1,2
50140,1,1,4,6,0.0,21,0,2
50144,1,1,6,7,721.0,19,0,0
50146,1,1,6,8,657.14,32,1,2
50149,1,1,6,7,734.29,30,1,4
50151,1,1,4,6,852.0,5,0,3
50153,0,0,5,0,0.0,8,1,0
50156,1,1,4,5,635.24,12,1,3
50159,1,1,4,10,666.0,20,0,5
50169,1,1,4,6,759.0,20,0,5
50171,0,0,7,9,471.0,1,1,4
50173,0,0,5,7,545.0,27,1,3
50177,1,1,7,8,399.0,20,0,5
50179,1,1,7,0,382.0,11,1,3
50181,1,1,7,8,399.0,31,0,4
50182,1,1,7,8,0.0,20,1,5
50186,1,1,7,0,487.0,30,0,4
50187,1,1,7,0,487.0,30,0,4
50192,1,1,6,10,791.0,33,0,3
50193,1,1,4,7,667.0,33,0,3
50195,1,1,5,7,519.05,27,1,3
50196,1,1,7,10,517.0,10,0,5
50210,0,0,7,9,0.0,15,1,4
50215,1,1,4,8,478.0,1,0,4
50219,1,1,4,5,499.0,30,0,4
50220,1,1,4,5,499.0,30,0,4
50225,0,0,7,6,0.0,15,1,4
50226,1,1,7,3,1099.0,8,0,0
50231,0,0,4,8,0.0,11,1,3
50232,1,1,6,7,771.0,10,0,5
50234,0,0,4,7,0.0,25,1,1
50237,0,0,4,6,0.0,25,1,1
50242,0,0,4,8,0.0,25,1,1
50246,1,1,7,7,325.0,1,0,4
50247,1,1,7,7,345.0,1,0,4
50253,1,1,4,9,736.0,20,0,5
50258,1,1,7,0,441.0,27,0,3
50260,0,0,4,7,666.0,15,1,4
50263,0,0,5,7,574.0,16,1,4
50265,1,1,7,5,382.0,19,0,0
50266,1,1,6,8,721.0,14,0,1
50267,0,0,4,6,0.0,20,1,5
50268,1,1,6,7,734.29,1,1,4
50269,0,0,6,5,771.0,1,1,4
50276,1,1,6,10,688.0,11,0,3
50277,0,0,4,7,0.0,30,1,4
50280,1,1,7,0,359.0,16,0,4
50285,1,1,4,7,999.0,30,0,4
50288,1,1,6,6,721.0,31,0,4
50289,1,1,6,6,686.67,31,1,4
50291,1,1,6,8,690.0,20,0,5
50296,0,0,4,6,0.0,33,1,3
50297,1,1,4,5,750.48,20,1,5
50299,1,1,5,6,399.0,11,0,3
50300,1,1,5,5,493.0,11,0,3
50307,0,0,4,9,899.0,20,1,5
50310,1,1,4,5,759.0,14,1,1
50312,1,1,7,6,665.0,30,0,4
50319,0,0,4,10,0.0,31,1,4
50321,0,0,5,0,434.0,25,1,1
50323,1,1,7,7,575.0,16,0,4
50325,1,1,4,8,1133.0,1,0,4
50329,1,1,7,2,0.0,31,0,4
50333,1,1,7,1,925.0,31,0,4
50335,1,1,6,7,771.0,15,0,4
50336,0,0,6,10,0.0,15,1,4
50339,1,1,7,0,709.0,30,0,4
50341,1,1,7,0,665.0,30,0,4
50343,0,0,6,9,885.0,15,1,4
50344,1,1,6,5,771.0,3,0,2
50346,1,1,5,5,625.0,10,0,5
50347,1,1,7,6,307.0,31,0,4
50348,0,0,7,0,382.0,30,1,4
50356,1,1,7,5,286.67,30,1,4
50357,0,0,4,9,0.0,20,1,5
50360,1,1,6,0,885.0,20,0,5
50367,1,1,7,8,443.0,31,0,4
50370,1,1,7,10,0.0,6,0,1
50371,1,1,4,0,0.0,8,1,0
50374,1,1,6,0,771.0,10,0,5
50378,1,1,4,0,0.0,11,1,3
50385,1,1,7,8,301.0,20,0,5
50389,0,0,4,10,833.0,20,1,5
50390,1,1,6,8,721.0,20,0,5
50393,0,0,7,7,0.0,33,1,3
50397,0,0,7,8,379.0,34,1,3
50398,1,1,7,8,318.0,35,0,1
50399,0,0,0,8,0.0,35,1,1
50401,1,1,7,8,475.24,31,1,4
50406,1,1,6,8,721.0,1,0,4
50407,1,1,4,8,612.0,14,0,1
50408,1,1,6,5,771.0,4,1,1
50417,0,0,7,5,0.0,19,1,0
50418,1,1,4,5,788.0,33,0,3
50419,1,1,4,8,599.0,33,0,3
50422,1,1,7,6,318.0,15,0,4
50424,0,0,6,7,771.0,30,1,4
50430,1,1,5,10,399.0,10,1,5
50431,1,1,7,8,399.0,15,0,4
50433,1,1,5,10,0.0,34,0,3
50434,0,0,6,7,885.0,30,1,4
50435,1,1,5,8,529.0,20,1,5
50436,0,0,7,7,459.0,33,1,3
50437,0,0,7,7,517.0,33,1,3
50438,1,1,6,7,734.29,33,1,3
50439,1,1,7,6,435.0,31,0,4
50443,1,1,7,5,471.0,16,0,4
50448,0,0,5,7,574.0,16,1,4
50450,0,0,4,5,0.0,20,1,5
50461,0,0,7,0,0.0,31,1,4
50462,0,0,4,7,587.0,33,1,3
50464,1,1,4,6,999.0,15,0,4
50465,0,0,4,5,0.0,20,1,5
50467,1,1,4,7,648.0,11,0,3
50471,0,0,4,6,0.0,6,1,1
50473,1,1,4,0,648.0,16,0,4
50477,1,1,7,6,355.0,19,0,0
50484,0,0,5,0,0.0,28,1,5
50487,0,0,5,7,518.0,8,1,0
50488,0,0,4,6,0.0,31,1,4
50503,0,0,5,5,574.0,21,1,2
50510,1,1,4,0,999.0,1,0,4
50513,0,0,6,10,885.0,31,1,4
50520,1,1,4,10,1072.0,33,0,3
50521,0,0,4,7,0.0,30,1,4
50524,0,0,4,5,0.0,25,1,1
50525,1,1,7,10,524.0,21,0,2
50529,1,1,6,9,771.0,15,0,4
50531,0,0,7,8,0.0,28,1,5
50533,1,1,7,7,301.0,1,0,4
50539,1,1,7,6,499.0,20,0,5
50540,1,1,7,5,565.0,8,0,0
50542,1,1,6,5,771.0,1,1,4
50543,1,1,6,7,721.0,15,0,4
50545,1,1,4,6,759.0,20,0,5
50547,1,1,6,5,734.29,1,1,4
50553,1,1,6,9,0.0,10,1,5
50557,1,1,4,5,1099.0,12,0,3
50562,0,0,5,10,574.0,11,1,3
50567,1,1,4,10,613.0,31,0,4
50570,1,1,4,9,699.0,33,0,3
50571,0,0,5,5,371.0,11,1,3
50575,1,1,4,6,759.0,1,0,4
50576,1,1,7,7,382.0,30,0,4
50580,1,1,6,5,0.0,30,1,4
50585,1,1,7,9,499.0,30,0,4
50587,1,1,6,0,885.0,20,0,5
50589,0,0,4,7,0.0,33,1,3
50593,1,1,7,0,475.0,16,0,4
50594,0,0,6,9,771.0,33,1,3
50595,1,1,4,6,666.0,15,0,4
50596,1,1,6,9,721.0,15,0,4
50601,1,1,4,9,920.95,30,1,4
50603,1,1,4,10,852.0,27,0,3
50604,1,1,7,5,399.0,6,0,1
50606,1,1,7,0,307.0,23,1,2
50607,1,1,7,0,301.0,23,1,2
50616,0,0,4,8,0.0,15,1,4
50617,1,1,4,7,631.0,15,0,4
50618,1,1,5,6,399.0,0,0,1
50621,1,1,6,7,0.0,15,1,4
50623,1,1,4,7,729.0,11,0,3
50624,1,1,4,9,1099.0,33,0,3
50631,1,1,6,5,721.0,35,0,1
50633,1,1,7,0,345.0,1,0,4
50636,1,1,7,10,740.0,8,1,0
50637,0,0,7,10,655.0,8,1,0
50639,1,1,4,9,605.0,31,0,4
50641,1,1,6,7,771.0,15,1,4
50645,1,1,7,5,492.38,14,1,1
50646,1,1,7,10,771.0,9,0,4
50651,1,1,6,5,771.0,35,1,1
50652,1,1,4,7,667.0,25,1,1
50655,1,1,6,5,842.86,31,1,4
50661,0,0,4,0,0.0,20,1,5
50664,1,1,4,5,788.0,5,0,3
50666,0,0,6,0,885.0,30,1,4
50671,1,1,5,6,625.0,20,0,5
50674,1,1,6,5,771.0,3,0,2
50677,1,1,6,8,899.0,20,0,5
50685,1,1,4,5,0.0,16,1,4
50689,1,1,4,5,759.0,11,0,3
50693,1,1,5,8,599.0,19,1,0
50699,1,1,4,8,696.0,35,0,1
50701,1,1,4,0,499.0,14,0,1
50702,0,0,6,6,885.0,31,1,4
50703,0,0,5,9,0.0,4,1,1
50707,1,1,6,7,792.0,31,1,4
50709,1,1,7,0,382.0,9,0,4
50710,1,1,7,8,0.0,35,0,1
50712,1,1,6,7,885.0,1,0,4
50714,1,1,6,0,885.0,35,1,1
50715,0,0,6,9,665.0,20,1,5
50716,1,1,7,6,345.0,30,0,4
50717,1,1,4,5,750.48,33,1,3
50723,1,1,6,6,771.0,31,0,4
50726,1,1,4,5,988.0,31,0,4
50732,0,0,4,10,0.0,15,1,4
50733,1,1,6,5,885.0,30,0,4
50734,1,1,6,10,771.0,20,0,5
50735,0,0,4,10,635.0,15,1,4
50737,1,1,4,6,736.0,31,0,4
50743,1,1,1,0,301.0,30,0,4
50745,0,0,6,7,791.0,31,1,4
50746,1,1,4,5,788.0,8,0,0
50748,0,0,6,7,791.0,31,1,4
50750,1,1,6,8,753.33,15,1,4
50753,1,1,6,8,771.0,19,0,0
50754,1,1,4,6,443.0,15,0,4
50758,1,1,7,7,517.0,20,0,5
50759,1,1,7,7,487.0,20,0,5
50761,1,1,4,5,788.0,33,0,3
50765,1,1,4,0,1070.54,35,1,1
50772,1,1,6,0,771.0,29,0,2
50776,1,1,6,8,771.0,33,0,3
50777,1,1,7,8,0.0,33,0,3
50778,0,0,5,8,0.0,30,1,4
50780,1,1,6,6,899.0,31,0,4
50782,1,1,6,0,771.0,19,0,0
50784,0,0,4,10,824.0,14,1,1
50786,1,1,7,0,443.0,31,0,4
50791,1,1,4,9,599.0,20,0,5
50792,1,1,7,8,345.0,15,0,4
50794,1,1,4,8,648.0,20,0,5
50795,1,1,4,8,666.0,15,0,4
50796,0,0,4,5,0.0,15,1,4
50798,1,1,7,8,399.0,20,0,5
50799,1,1,6,6,721.0,31,0,4
50803,1,1,6,9,625.0,35,0,1
50804,1,1,6,8,791.0,31,0,4
50806,1,1,6,7,734.29,28,1,5
50807,0,0,6,8,0.0,31,1,4
50810,1,1,4,5,1072.0,11,0,3
50814,0,0,4,9,0.0,31,1,4
50816,1,1,4,9,857.0,25,0,1
50819,1,1,5,5,574.0,30,0,4
50824,1,1,6,8,741.0,31,0,4
50826,1,1,7,3,925.0,15,0,4
50827,1,1,6,10,899.0,27,0,3
50829,1,1,4,7,999.0,1,0,4
50830,1,1,4,7,666.0,15,0,4
50831,1,1,7,7,301.0,28,1,5
50833,0,0,6,5,791.0,31,1,4
50834,1,1,4,7,600.95,15,1,4
50836,1,1,6,6,0.0,31,1,4
50839,1,1,4,6,999.0,30,0,4
50847,0,0,4,5,641.0,20,1,5
50852,1,1,5,6,690.0,10,0,5
50853,1,1,7,7,382.0,13,0,3
50856,0,0,4,9,0.0,25,1,1
50858,0,0,6,7,0.0,20,1,5
50863,0,0,6,10,0.0,8,1,0
50864,0,0,5,10,0.0,11,1,3
50866,1,1,4,6,0.0,28,1,5
50874,1,1,5,6,690.0,33,0,3
50876,1,1,7,6,0.0,35,0,1
50882,0,0,4,9,0.0,20,1,5
50884,1,1,4,8,631.0,20,0,5
50890,0,0,4,0,641.0,11,1,3
50891,1,1,7,6,487.0,16,0,4
50892,1,1,4,6,666.0,16,0,4
50893,1,1,5,0,1026.0,11,0,3
50896,0,0,4,10,0.0,30,1,4
50903,1,1,7,6,329.0,33,0,3
50905,1,1,4,5,599.0,20,0,5
50907,1,1,4,7,999.0,30,0,4
50911,1,1,7,0,0.0,20,1,5
50913,1,1,4,6,881.0,30,0,4
50915,1,1,6,5,885.0,31,0,4
50922,1,1,4,6,537.0,20,0,5
50924,1,1,6,5,0.0,1,0,4
50926,1,1,6,10,791.0,8,0,0
50930,1,1,4,10,614.0,33,1,3
50932,0,0,4,10,599.0,20,1,5
50935,1,1,6,7,0.0,19,0,0
50943,0,0,7,0,0.0,15,1,4
50945,1,1,4,8,852.0,15,1,4
50949,1,1,4,5,850.0,15,0,4
50950,1,1,6,5,859.0,10,0,5
50953,1,1,6,7,754.29,31,1,4
50954,1,1,4,7,617.14,4,1,1
50958,1,1,4,6,0.0,20,0,5
50964,0,0,5,9,0.0,20,1,5
50967,0,0,4,10,599.0,8,1,0
50968,1,1,6,0,771.0,20,0,5
50982,1,1,4,10,999.0,33,0,3
50986,0,0,4,5,0.0,13,1,3
50990,1,1,6,7,699.0,30,0,4
50993,1,1,7,0,399.0,20,0,5
50994,1,1,6,7,771.0,30,0,4
50998,1,1,6,10,791.0,20,0,5
51006,0,0,7,8,0.0,10,1,5
51012,1,1,6,10,586.0,10,0,5
51014,1,1,7,0,399.0,20,0,5
51019,1,1,7,5,471.0,24,0,2
51021,1,1,4,8,903.81,28,1,5
51024,1,1,7,0,292.38,20,1,5
51026,0,0,4,6,641.0,27,1,3
51028,1,1,6,7,825.0,27,0,3
51030,1,1,4,9,999.0,15,0,4
51031,1,1,6,7,734.29,1,1,4
51032,0,0,6,5,771.0,1,1,4
51034,1,1,7,9,399.0,1,0,4
51035,1,1,6,0,771.0,33,0,3
51036,0,0,7,0,0.0,20,1,5
51038,1,1,4,10,0.0,33,0,3
51044,1,1,4,8,988.0,1,0,4
51055,1,1,4,8,999.0,20,0,5
51057,0,0,4,6,475.0,31,1,4
51064,1,1,4,6,759.0,15,0,4
51065,1,1,6,8,792.0,28,0,5
51067,1,1,7,9,355.0,30,0,4
51071,1,1,7,0,330.0,11,0,3
51080,1,1,7,6,368.0,28,0,5
51081,1,1,5,8,529.0,15,0,4
51097,1,1,7,0,382.0,11,0,3
51099,1,1,7,6,341.9,20,1,5
51103,1,1,4,6,999.0,16,0,4
51104,1,1,7,9,587.0,20,1,5
51105,0,0,5,9,574.0,30,1,4
51108,1,1,4,6,759.0,30,1,4
51110,0,0,4,10,0.0,14,1,1
51112,1,1,7,5,0.0,30,0,4
51113,0,0,4,0,0.0,14,1,1
51118,1,1,4,6,0.0,11,0,3
51120,1,1,4,5,579.0,3,1,2
51123,1,1,7,0,635.0,30,0,4
51125,0,0,4,10,0.0,20,1,5
51127,0,0,5,8,545.0,15,1,4
51129,1,1,7,8,575.0,20,0,5
51137,1,1,7,8,329.0,30,0,4
51140,1,1,6,0,859.0,20,0,5
51141,1,1,5,8,625.0,20,0,5
51144,0,0,7,10,0.0,16,1,4
51145,1,1,6,6,771.0,20,0,5
51147,1,1,6,5,570.48,20,1,5
51152,1,1,6,0,721.0,20,0,5
51153,0,0,4,6,0.0,25,1,1
51159,1,1,4,10,999.0,31,0,4
51164,1,1,5,5,648.0,28,0,5
51167,0,0,7,10,568.0,30,1,4
51170,1,1,6,0,771.0,20,0,5
51172,1,1,6,6,885.0,8,0,0
51178,1,1,4,6,0.0,28,1,5
51180,1,1,4,9,568.0,34,0,3
51181,1,1,6,8,570.48,33,1,3
51183,1,1,4,7,799.0,33,0,3
51188,1,1,4,0,999.0,16,0,4
51194,0,0,7,1,0.0,35,1,1
51195,0,0,4,0,696.0,30,1,4
51205,1,1,4,6,0.0,28,1,5
51215,0,0,4,8,0.0,27,1,3
51218,1,1,6,9,741.0,11,0,3
51222,1,1,4,6,759.0,27,0,3
51224,1,1,4,9,0.0,15,1,4
51225,0,0,1,7,301.0,30,1,4
51228,0,0,5,9,0.0,20,1,5
51239,1,1,5,6,354.0,8,0,0
51243,0,0,7,7,0.0,15,1,4
51244,0,0,4,10,0.0,20,1,5
51245,1,1,7,7,446.67,15,1,4
51248,0,0,7,6,0.0,30,1,4
51249,1,1,6,0,771.0,8,0,0
51253,1,1,4,6,759.0,15,0,4
51254,1,1,4,6,722.86,15,1,4
51259,1,1,7,8,587.0,12,0,3
51263,1,1,4,9,665.71,33,1,3
51270,1,1,4,6,886.0,33,0,3
51276,1,1,6,10,791.0,20,0,5
51277,0,0,4,6,0.0,30,1,4
51278,1,1,4,10,999.0,30,0,4
51283,1,1,7,6,0.0,14,1,1
51286,1,1,4,6,759.0,15,0,4
51292,0,0,7,0,0.0,20,1,5
51295,0,0,6,0,0.0,33,1,3
51301,0,0,7,7,0.0,16,1,4
51307,1,1,5,10,518.0,20,0,5
51308,1,1,4,6,759.0,11,0,3
51310,1,1,7,6,0.0,9,1,4
51312,1,1,6,10,734.29,20,1,5
51330,1,1,7,10,301.0,16,0,4
51331,1,1,7,8,382.0,27,0,3
51333,1,1,4,5,857.0,33,0,3
51336,1,1,7,10,517.0,31,0,4
51337,1,1,7,10,696.0,31,0,4
51339,1,1,7,5,405.0,0,1,1
51340,1,1,7,0,382.0,16,1,4
51347,1,1,4,6,629.0,1,0,4
51350,0,0,6,7,899.0,20,1,5
51359,1,1,5,5,493.0,11,0,3
51360,0,0,7,5,517.0,10,1,5
51361,1,1,5,6,0.0,1,1,4
51371,1,1,4,9,786.0,31,0,4
51373,1,1,7,6,469.0,20,0,5
51374,0,0,4,6,988.0,11,1,3
51376,1,1,4,8,988.0,11,0,3
51378,1,1,7,10,0.0,30,0,4
51379,1,1,4,6,495.0,33,0,3
51382,0,0,6,10,859.0,20,1,5
51388,0,0,5,9,545.0,33,1,3
51389,1,1,7,10,307.0,16,0,4
51394,1,1,4,9,799.0,35,0,1
51397,1,1,6,5,734.29,20,1,5
51400,1,1,6,5,771.0,1,0,4
51407,1,1,7,8,618.0,25,0,1
51412,0,0,4,10,0.0,15,1,4
51414,1,1,6,0,885.0,20,0,5
51415,0,0,4,10,0.0,15,1,4
51416,0,0,6,10,0.0,1,1,4
51417,0,0,6,0,885.0,31,1,4
51419,1,1,1,5,301.0,16,0,4
51422,1,1,7,7,399.0,31,0,4
51425,1,1,4,5,759.0,27,0,3
51431,1,1,5,8,493.0,34,0,3
51440,1,1,4,5,599.0,30,0,4
51443,1,1,2,8,373.0,6,0,1
51449,1,1,4,9,920.95,30,1,4
51451,0,0,7,5,0.0,10,1,5
51457,1,1,4,5,570.48,35,1,1
51462,0,0,5,8,0.0,30,1,4
51470,1,1,6,10,842.86,31,1,4
51471,0,0,7,10,574.0,31,1,4
51472,1,1,6,8,734.29,31,1,4
51474,1,1,7,0,349.0,2,0,2
51477,0,0,4,9,949.0,20,1,5
51482,1,1,6,6,690.0,20,0,5
51485,1,1,7,6,435.0,20,0,5
51486,0,0,4,10,0.0,30,1,4
51488,1,1,7,6,459.0,30,0,4
51489,1,1,7,8,666.0,35,0,1
51493,0,0,7,3,0.0,31,1,4
51514,1,1,4,7,999.0,20,0,5
51515,1,1,7,7,599.0,33,1,3
51519,0,0,7,8,405.0,30,1,4
51520,0,0,4,10,0.0,11,1,3
51529,1,1,7,5,376.0,20,0,5
51531,1,1,4,9,582.0,10,0,5
51533,1,1,6,0,885.0,10,0,5
51534,1,1,7,0,441.0,25,0,1
51539,0,0,4,8,1099.0,20,1,5
51543,1,1,7,9,517.0,20,0,5
51544,1,1,7,9,382.0,20,0,5
51545,1,1,7,9,435.0,20,0,5
51546,1,1,7,9,405.0,20,0,5
51547,1,1,7,9,487.0,20,0,5
51548,1,1,4,9,599.0,20,0,5
51549,1,1,7,9,362.0,20,0,5
51551,1,1,4,5,599.0,20,0,5
51552,1,1,4,9,999.0,20,0,5
51553,1,1,7,9,399.0,20,0,5
51558,0,0,6,5,0.0,33,1,3
51561,1,1,4,6,736.0,15,0,4
51563,0,0,1,7,0.0,30,1,4
51565,1,1,7,0,811.0,20,0,5
51566,1,1,4,5,0.0,15,1,4
51568,0,0,7,6,435.0,15,1,4
51570,0,0,7,5,0.0,15,1,4
51573,1,1,5,10,493.33,31,1,4
51574,0,0,7,6,0.0,35,1,1
51575,0,0,4,9,641.0,33,1,3
51585,1,1,4,10,539.0,31,0,4
51586,0,0,5,5,518.0,15,1,4
51588,1,1,4,8,629.0,1,0,4
51589,0,0,7,6,544.0,8,1,0
51595,1,1,7,0,382.0,15,0,4
51598,1,1,4,5,0.0,30,0,4
51602,0,0,7,10,771.0,35,1,1
51604,1,1,4,6,759.0,30,0,4
51605,1,1,5,8,519.05,30,1,4
51607,0,0,4,9,641.0,33,1,3
51608,0,0,4,9,641.0,33,1,3
51609,0,0,7,6,635.0,31,1,4
51612,0,0,7,6,0.0,31,1,4
51613,1,1,4,6,0.0,31,1,4
51617,1,1,5,0,690.0,31,0,4
51626,0,0,7,0,0.0,20,1,5
51631,1,1,4,8,537.0,20,0,5
51632,0,0,7,5,0.0,20,1,5
51640,1,1,7,7,382.0,31,1,4
51643,1,1,5,10,574.0,20,0,5
51645,1,1,4,0,666.0,8,0,0
51648,1,1,7,10,349.0,16,0,4
51649,0,0,4,0,999.0,33,1,3
51659,1,1,7,10,405.0,31,0,4
51660,1,1,7,10,307.0,31,0,4
51666,1,1,7,10,382.0,15,0,4
51669,1,1,4,6,736.0,3,0,2
51671,0,0,4,7,0.0,35,1,1
51672,1,1,7,5,286.67,11,1,3
51673,0,0,6,8,771.0,33,1,3
51681,1,1,4,10,599.04,10,1,5
51686,0,0,6,5,0.0,30,1,4
51687,0,0,6,5,0.0,30,1,4
51688,0,0,6,5,0.0,30,1,4
51695,0,0,4,5,496.0,35,1,1
51696,0,0,7,10,399.0,20,1,5
51698,1,1,7,10,345.0,15,0,4
51700,1,1,4,6,511.43,20,1,5
51708,0,0,7,10,0.0,20,1,5
51715,1,1,7,10,487.0,20,0,5
51721,1,1,1,6,286.67,33,1,3
51725,1,1,4,7,495.0,9,0,4
51737,1,1,5,6,690.0,35,0,1
51739,0,0,4,8,0.0,30,1,4
51742,0,0,4,6,0.0,20,1,5
51750,1,1,7,8,625.0,20,0,5
51757,1,1,6,6,721.0,16,0,4
51767,1,1,7,5,427.62,30,1,4
51770,0,0,4,9,641.0,33,1,3
51772,0,0,4,9,641.0,33,1,3
51780,0,0,6,6,885.0,20,1,5
51782,1,1,7,8,329.0,20,0,5
51787,1,1,4,7,736.0,3,0,2
51790,1,1,4,5,988.0,27,0,3
51794,0,0,6,5,0.0,30,1,4
51795,1,1,6,0,885.0,20,0,5
51799,1,1,7,0,526.0,30,0,4
51800,1,1,4,0,999.0,30,0,4
51801,1,1,7,0,386.0,30,0,4
51808,0,0,7,3,925.0,30,1,4
51816,1,1,7,0,399.0,16,0,4
51818,1,1,1,6,286.67,1,1,4
51823,1,1,5,9,434.0,11,0,3
51824,1,1,7,8,301.0,19,0,0
51834,1,1,4,5,517.0,20,0,5
51839,1,1,5,10,570.0,35,0,1
51840,1,1,7,5,475.0,31,0,4
51843,1,1,4,6,786.0,33,0,3
51844,1,1,7,8,526.0,16,0,4
51849,1,1,7,2,836.0,15,0,4
51854,0,0,7,5,346.0,15,1,4
